time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
323,0,4568,24
326,0,4004568,32
2601088,0,4004630,42
2601090,0,4005102,58
2601098,0,4009198,66
2601101,0,4009198,66
2601101,0,4005102,58
2601102,0,4004630,42
2601102,0,4000534,34
2601102,0,4000062,18
2601102,0,4000000,8
2601102,0,0,0
