time,stack,heap,heap_extra
0,0,0,0
320,0,472,16
324,0,4568,24
328,0,1004568,32
162829,0,1004626,46
162830,0,1005098,62
162838,0,1009194,70
162842,0,1009194,70
162842,0,1005098,62
162842,0,1004626,46
162842,0,1000530,38
162842,0,1000058,22
162842,0,1000000,8
162842,0,0,0
