time,stack,heap,heap_extra
0,0,0,0
320,0,472,16
324,0,4568,24
327,0,1004568,32
15044,0,1004628,44
15046,0,1005100,60
15054,0,1009196,68
15057,0,1009196,68
15057,0,1005100,60
15058,0,1004628,44
15058,0,1000532,36
15058,0,1000060,20
15058,0,1000000,8
15058,0,0,0
