time,stack,heap,heap_extra
0,0,0,0
323,0,472,16
327,0,4568,24
331,0,2004568,32
852,0,2004631,41
854,0,2005103,57
862,0,2009199,65
865,0,2009199,65
865,0,2005103,57
865,0,2004631,41
866,0,2000535,33
866,0,2000063,17
866,0,2000000,8
866,0,0,0
