time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
328,0,4568,24
331,0,44568,32
340,0,44576,48
341,0,57100,6156
342,0,74584,13272
343,0,98076,20508
344,0,111948,27004
345,0,127744,33632
346,0,159144,39344
347,0,164988,42444
348,0,176096,47656
349,0,193128,53936
350,0,212872,59736
351,0,226104,65960
352,0,241056,71984
353,0,291800,77208
354,0,303556,83044
355,0,317764,88564
356,0,317772,88580
356,0,330336,94152
357,0,330344,94168
357,0,344568,97224
358,0,344608,97240
358,0,356200,102656
359,0,356208,102672
359,0,369960,108048
360,0,370000,108064
360,0,374692,110596
361,0,374732,110612
361,0,405416,115792
362,0,405424,115808
362,0,416440,121152
363,0,416456,121160
363,0,423356,124868
364,0,423368,124880
364,0,436296,129664
365,0,436316,129684
365,0,446840,134568
366,0,446848,134584
366,0,464672,139272
367,0,464680,139288
367,0,475340,144348
368,0,475380,144364
368,0,488124,148972
369,0,488132,148988
369,0,498280,153688
370,0,498356,153700
370,0,509032,154368
370,0,519032,154376
370,0,539032,154384
370,0,579032,154392
370,0,579101,154411
372,0,579573,154427
380,0,583669,154435
383,0,583669,154435
383,0,579573,154427
383,0,579101,154411
384,0,575005,154403
384,0,574533,154387
384,0,574464,154368
384,0,534464,154360
