time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
326,0,4568,24
329,0,44568,32
338,0,44576,48
339,0,59768,7392
340,0,78444,14492
341,0,99460,21380
342,0,113452,27772
343,0,130416,33968
344,0,160364,40004
345,0,173756,46300
346,0,176448,47952
347,0,193448,54200
348,0,213380,60196
349,0,226572,66284
350,0,241204,72044
351,0,271800,77200
352,0,302692,82420
353,0,316224,87616
354,0,316232,87632
354,0,327852,93084
355,0,327864,93096
355,0,333088,95840
356,0,333096,95856
356,0,351504,101112
357,0,351544,101128
357,0,367204,106356
358,0,367216,106368
358,0,371912,108832
359,0,371992,108840
359,0,383264,114232
360,0,383272,114248
360,0,411072,119016
361,0,411084,119028
361,0,422512,124264
362,0,422520,124280
362,0,434792,128896
363,0,434800,128912
363,0,446220,134132
364,0,446228,134148
364,0,464048,138936
365,0,464068,138956
365,0,473676,143420
366,0,473692,143428
366,0,486324,147988
367,0,486364,148004
367,0,496732,152756
368,0,496740,152772
368,0,509032,154368
368,0,519032,154376
368,0,539032,154384
368,0,579032,154392
369,0,579092,154404
370,0,579564,154420
378,0,583660,154428
381,0,583660,154428
381,0,579564,154420
382,0,579092,154404
382,0,574996,154396
382,0,574524,154380
382,0,574464,154368
382,0,534464,154360
