time,stack,heap,heap_extra
0,0,0,0
325,0,472,16
332,0,4004568,32
891,0,4004576,48
960,0,5324604,316540
1024,0,6976624,668928
1094,0,9300016,1118360
1132,0,10069984,1265432
1196,0,12483704,1610440
1260,0,14367072,2017656
1292,0,15249972,2223308
1336,0,16742092,2489636
1373,0,16921320,2530592
1419,0,17878868,2756828
1475,0,19550456,3116432
1531,0,22718584,3418816
1587,0,24361884,3761332
1643,0,26139404,4076268
1692,0,27450216,4388608
1720,0,28267740,4542348
1770,0,30431712,4826624
1805,0,31367944,5049792
1872,0,31411152,5061368
1917,0,32300640,5228840
1973,0,33807368,5595560
2001,0,34866116,5745692
2047,0,35948344,6005640
2103,0,37625924,6355940
2136,0,41907424,6435496
2192,0,43318084,6778932
2248,0,44886584,7107072
2304,0,46768156,7441628
2360,0,48297156,7782188
2416,0,50527412,8089668
2472,0,51976484,8436644
2528,0,53453120,8742208
2583,0,54985196,9008484
2639,0,56521984,9330624
2695,0,58858840,9653192
2751,0,61104312,9954824
2779,0,61914556,10105692
2916,0,61962288,10122104
2986,0,62919576,10348152
3042,0,64580844,10652868
3098,0,66219476,10991572
3154,0,68472548,11305820
3210,0,69845684,11630340
3266,0,71531988,11984116
3294,0,72539432,12128576
3336,0,73698412,12399396
3343,0,73714912,12405056
3350,0,73894088,12452328
3357,0,74256156,12491036
3364,0,74425424,12535032
3371,0,74621632,12578792
3378,0,74800400,12625800
3385,0,75063308,12669740
3392,0,75130904,12693328
3399,0,75300124,12737252
3406,0,75509612,12784364
3413,0,75597612,12810492
3420,0,75767416,12856104
3431,0,79810264,12870864
3440,0,83810264,12870872
3458,0,83810326,12870882
3468,0,83814894,12870906
3471,0,83814894,12870906
