time,stack,heap,heap_extra
0,0,0,0
326,0,472,16
333,0,404568,32
408,0,404576,48
416,0,553788,45500
424,0,669996,86100
428,0,753740,99548
432,0,808592,117896
436,0,875608,135120
440,0,919052,151196
444,0,966708,165204
448,0,984976,172552
452,0,1109988,184116
456,0,1192244,210644
460,0,1310676,244812
464,0,1421176,268856
468,0,1526252,305396
475,0,1659896,344336
479,0,1913384,365752
483,0,2033936,399840
487,0,2133132,433588
491,0,2272824,465992
495,0,2382532,498884
499,0,2557968,525056
503,0,2648808,557664
507,0,2737384,581432
511,0,2876864,613672
515,0,2964892,644476
519,0,3071856,675904
526,0,3111064,688272
533,0,3562064,708312
537,0,3659888,741672
541,0,3763168,769600
545,0,3890440,798856
549,0,4007628,832596
553,0,4090580,861180
557,0,4274084,893372
561,0,4390480,926472
565,0,4486996,958972
569,0,4622200,989880
573,0,4723644,1018964
577,0,4805244,1047060
581,0,5083432,1074688
585,0,5194080,1107768
589,0,5332900,1140092
593,0,5426340,1170876
597,0,5526456,1201720
601,0,5703252,1228788
605,0,5796228,1259788
611,0,5909276,1291092
615,0,5963088,1312416
619,0,6101304,1343880
623,0,6209796,1376028
638,0,6210736,1376552
642,0,6210744,1376568
646,0,7080280,1400104
657,0,7084908,1400140
660,0,7084908,1400140
