time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
329,0,4004568,32
1047,0,4004576,48
1114,0,5324604,316540
1158,0,6797876,621964
1222,0,8735152,1003232
1277,0,10069984,1265432
1341,0,12675520,1662760
1405,0,14595744,2081768
1437,0,15504724,2292324
1505,0,16921320,2530592
1555,0,18062328,2806016
1619,0,21955992,3217752
1675,0,23419452,3569684
1703,0,24315240,3745656
1746,0,25392156,4003748
1802,0,27224984,4326072
1837,0,28249592,4537456
1887,0,30431704,4826608
1922,0,31315568,5032856
1991,0,31411152,5061368
2036,0,32320252,5236308
2092,0,33807356,5595548
2120,0,34914908,5759196
2165,0,35948344,6005640
2221,0,37608208,6349480
2264,0,42238244,6530932
2320,0,43879456,6869104
2376,0,45308172,7213668
2432,0,47172004,7541564
2488,0,48750920,7879688
2544,0,51021540,8211052
2614,0,52933388,8624620
2642,0,53624292,8777684
2688,0,54985196,9008484
2744,0,56541856,9337968
2800,0,59858840,9653200
2856,0,61013340,9934252
2884,0,61881744,10104632
3020,0,61962288,10122104
3081,0,62687428,10282780
3123,0,64140284,10541116
3179,0,65461412,10857500
3235,0,67118404,11200076
3291,0,69395208,11514512
3347,0,70939056,11860232
3403,0,72873328,12213048
3431,0,73606944,12371240
3473,0,74847212,12641596
3480,0,74877984,12648752
3487,0,75085976,12678600
3494,0,75210740,12716436
3501,0,75395524,12765652
3508,0,75605236,12813548
3515,0,75788828,12862428
3525,0,79810264,12870864
3534,0,83810264,12870872
3550,0,83810325,12870883
3560,0,83814893,12870907
3566,0,83814893,12870907
