time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
326,0,4568,24
329,0,44568,32
338,0,44576,48
339,0,64224,9640
340,0,81752,16712
341,0,103980,23684
342,0,121196,30092
343,0,135224,36512
344,0,165196,42580
345,0,175260,47068
346,0,184992,50576
347,0,198840,56896
348,0,220816,63024
349,0,235624,68992
350,0,248652,74980
351,0,293952,78552
352,0,305324,84084
353,0,320044,89508
354,0,320064,89528
354,0,331376,94936
355,0,331456,94944
355,0,345624,97696
356,0,345632,97712
356,0,356900,103100
357,0,356908,103116
357,0,370000,108064
358,0,370008,108080
358,0,375004,110844
359,0,375012,110860
359,0,395416,115784
360,0,405416,115792
360,0,416072,120824
361,0,416080,120840
361,0,428868,125492
362,0,428876,125508
362,0,439456,130440
363,0,439476,130460
363,0,457380,135252
364,0,457388,135268
364,0,468144,140328
365,0,468184,140344
365,0,480676,144780
366,0,480684,144796
366,0,488124,148972
367,0,488132,148988
367,0,498192,153608
368,0,498212,153628
368,0,509032,154368
368,0,519032,154376
368,0,539032,154384
368,0,579032,154392
368,0,579101,154411
370,0,579573,154427
378,0,583669,154435
381,0,583669,154435
381,0,579573,154427
381,0,579101,154411
382,0,575005,154403
382,0,574533,154387
382,0,574464,154368
382,0,534464,154360
