time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
328,0,404568,32
402,0,404576,48
410,0,525892,43660
418,0,667672,85032
422,0,753496,99408
426,0,806244,117188
430,0,874460,134412
434,0,917916,150492
438,0,966872,165344
442,0,1001532,174988
446,0,1111760,184968
450,0,1195976,212696
454,0,1318732,247892
458,0,1444260,277308
465,0,1655600,341896
469,0,1873504,350056
473,0,1972192,383864
477,0,2092756,418668
481,0,2227848,451864
485,0,2345620,485524
489,0,2443288,518728
493,0,2611640,546256
498,0,2748060,585284
502,0,2879304,614920
506,0,2975004,646804
510,0,3089308,678908
517,0,3111064,688272
521,0,3542424,700072
525,0,3623672,728056
529,0,3726008,758192
533,0,3860028,787892
537,0,3964560,824288
541,0,4089036,860212
545,0,4252508,885988
549,0,4375728,920288
553,0,4471940,952860
557,0,4611496,984872
561,0,4720656,1017376
565,0,4801132,1044748
569,0,5081076,1073580
573,0,5191628,1106932
577,0,5329504,1138232
581,0,5426900,1171148
585,0,5525376,1201072
589,0,5703016,1228568
593,0,5796656,1259912
597,0,5896040,1290320
603,0,6028300,1319148
607,0,6114712,1348056
624,0,6210736,1376552
628,0,6210744,1376568
632,0,6276564,1397844
636,0,7080813,1400131
644,0,7084909,1400139
647,0,7084909,1400139
