time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
331,0,4004568,32
1047,0,4004576,48
1095,0,4731948,193468
1165,0,6840676,632692
1228,0,9000752,1048424
1276,0,10069984,1265432
1337,0,12587040,1642056
1401,0,14491828,2055508
1433,0,15417344,2266536
1475,0,16900268,2524460
1507,0,16921320,2530592
1551,0,17877720,2756216
1607,0,19643352,3128768
1663,0,22936656,3453120
1719,0,24544964,3810500
1775,0,26398692,4140036
1838,0,28322444,4557428
1866,0,29021292,4722924
1915,0,31155748,5018500
1990,0,31411152,5061368
2035,0,32328084,5239500
2091,0,33767548,5582332
2119,0,34876804,5750308
2165,0,35948344,6005640
2193,0,36899204,6191308
2246,0,41907424,6435496
2302,0,43331888,6784104
2358,0,44984764,7136124
2414,0,46954304,7491496
2470,0,48637772,7844092
2526,0,50895836,8178676
2582,0,52467540,8507852
2624,0,53637896,8782680
2672,0,54985196,9008484
2728,0,56570108,9346028
2784,0,59867316,9656788
2854,0,61834632,10088672
2995,0,61962288,10122104
3029,0,61962408,10122120
3085,0,63307868,10444844
3141,0,65279148,10809412
3197,0,66786536,11116552
3253,0,69050876,11450844
3309,0,70724052,11801796
3365,0,72595620,12142404
3421,0,74378116,12518908
3451,0,75085976,12678600
3504,0,83810325,12870883
3511,0,83810797,12870899
3519,0,83814893,12870907
3522,0,83814893,12870907
