time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
331,0,4004568,32
1027,0,4004576,48
1094,0,5324604,316540
1157,0,6944156,658804
1189,0,8225920,870504
1231,0,9428536,1156328
1295,0,10921960,1459120
1359,0,13552524,1866308
1423,0,15523660,2299388
1492,0,16921320,2530592
1536,0,17878900,2756868
1592,0,19653768,3130472
1648,0,22943720,3455816
1704,0,24564256,3817792
1735,0,25392156,4003748
1791,0,27318076,4354164
1854,0,29180184,4753664
1903,0,31372708,5052044
1968,0,31411152,5061368
2015,0,32331412,5241012
2071,0,33859776,5610360
2139,0,35948344,6005640
2167,0,36805280,6169064
2222,0,41907424,6435496
2257,0,42808536,6647904
2313,0,44332624,6986408
2369,0,46171188,7317020
2425,0,47804860,7655660
2481,0,49247604,8001772
2537,0,51566720,8333728
2565,0,52364872,8482240
2607,0,53530524,8749164
2662,0,54985196,9008484
2718,0,56563156,9344196
2774,0,59858840,9653200
2802,0,60450328,9804008
2851,0,61840188,10090812
2987,0,61962288,10122104
3021,0,61962408,10122120
3078,0,63846704,10457624
3120,0,65003920,10739784
3176,0,66376512,11035256
3232,0,68664892,11357196
3288,0,70289184,11689472
3344,0,71719140,12034612
3400,0,73646548,12384300
3428,0,74436188,12538692
3470,0,75532948,12792764
3477,0,75557420,12797260
3484,0,75740468,12845780
3492,0,77810264,12870856
3505,0,83810264,12870872
3521,0,83810334,12870890
3531,0,83814902,12870914
3534,0,83814902,12870914
