time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
331,0,4004568,32
1057,0,4004576,48
1121,0,5217840,300840
1185,0,6980608,670280
1217,0,8264764,879868
1259,0,9503444,1172700
1303,0,10301096,1319768
1367,0,12983248,1740072
1431,0,14904324,2159188
1485,0,16787136,2504432
1522,0,16921320,2530592
1573,0,18061628,2805764
1629,0,19813540,3173204
1685,0,23127912,3505064
1713,0,24061856,3687616
1765,0,25392156,4003748
1821,0,27306844,4349420
1884,0,29150008,4746944
1934,0,31392724,5054436
2001,0,31411152,5061368
2046,0,32330788,5240620
2102,0,33773716,5584940
2130,0,34890624,5754808
2174,0,35948344,6005640
2202,0,36888752,6187872
2253,0,41907424,6435496
2309,0,43336216,6785616
2365,0,45058972,7142372
2421,0,46984436,7503268
2477,0,48683880,7859616
2533,0,50979500,8197484
2576,0,52265344,8452432
2632,0,53774240,8818688
2675,0,54985196,9008484
2731,0,56572752,9347264
2787,0,59880400,9661472
2857,0,61823008,10084776
3005,0,61962288,10122104
3040,0,61962408,10122120
3096,0,63316428,10445516
3152,0,65320020,10813804
3208,0,66885816,11146096
3264,0,69263648,11482456
3320,0,70856856,11836648
3376,0,72774736,12183312
3432,0,74493096,12555528
3490,0,79810264,12870864
3518,0,83814900,12870916
3528,0,83814900,12870916
