time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
326,0,4568,24
329,0,44568,32
338,0,44576,48
339,0,52512,4680
340,0,71660,12044
341,0,91376,19304
342,0,107684,24732
343,0,124640,31640
344,0,137364,37868
345,0,169260,44004
346,0,181772,48460
347,0,188392,52080
348,0,210184,58128
349,0,222992,64440
350,0,238424,70312
351,0,250952,76416
352,0,299256,81416
353,0,315272,86936
354,0,315280,86952
354,0,326744,92528
355,0,326784,92544
355,0,332672,95640
356,0,332680,95656
356,0,351288,100960
357,0,351328,100976
357,0,367156,106292
358,0,367168,106304
358,0,371912,108832
359,0,371992,108840
359,0,383264,114232
360,0,383272,114248
360,0,411252,119116
361,0,411260,119132
361,0,421460,123756
362,0,421472,123768
362,0,433496,127904
363,0,433504,127920
363,0,444068,132852
364,0,444076,132868
364,0,462388,137996
365,0,462396,138012
365,0,472824,142800
366,0,472832,142816
366,0,485752,147584
367,0,485764,147596
367,0,496228,152436
368,0,496236,152452
368,0,509032,154368
368,0,519032,154376
368,0,539032,154384
368,0,579032,154392
369,0,579092,154404
370,0,579564,154420
378,0,583660,154428
381,0,583660,154428
381,0,579564,154420
382,0,579092,154404
382,0,574996,154396
382,0,574524,154380
382,0,574464,154368
382,0,534464,154360
