time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
328,0,4004568,32
1045,0,4004576,48
1112,0,5324604,316540
1156,0,6794248,620224
1220,0,8727684,1000324
1260,0,10049068,1257588
1324,0,11342668,1565124
1388,0,13962992,1968096
1420,0,15001304,2182856
1474,0,16891300,2520756
1538,0,17536980,2669156
1594,0,19253540,3032012
1650,0,22512544,3366616
1706,0,24260148,3732532
1751,0,25392156,4003748
1807,0,27291480,4348896
1842,0,28283736,4548048
1892,0,30431712,4826624
1927,0,31353860,5045076
1993,0,31411152,5061368
2038,0,32350816,5246184
2094,0,33857496,5609056
2150,0,35739556,5947500
2206,0,37248432,6260880
2242,0,41907416,6435480
2291,0,42975768,6691040
2347,0,44493920,7027120
2403,0,46414904,7376976
2459,0,48011096,7713056
2515,0,50383128,8044336
2543,0,51018616,8210240
2586,0,52265344,8452432
2642,0,53623580,8777220
2688,0,54985196,9008484
2744,0,56551144,9338936
2800,0,59858840,9653200
2856,0,61014988,9934828
2884,0,61883300,10105508
3016,0,61962288,10122104
3078,0,62696904,10286640
3120,0,64159372,10546340
3176,0,65760016,10875088
3232,0,67192680,11217848
3288,0,69449916,11532404
3344,0,71094600,11872544
3400,0,72942752,12228384
3428,0,73661068,12389732
3470,0,74912736,12659848
3477,0,74912744,12659864
3484,0,75090816,12680448
3491,0,75262736,12725496
3498,0,75475864,12773424
3505,0,75654796,12820548
3512,0,75802528,12867496
3522,0,79810264,12870864
3530,0,83810264,12870872
3547,0,83810325,12870883
3556,0,83814893,12870907
3563,0,83814893,12870907
