time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
331,0,4004568,32
1032,0,4004576,48
1099,0,5324604,316540
1143,0,6797720,621864
1207,0,8733716,1002468
1262,0,10069984,1265432
1308,0,11275188,1551540
1356,0,13353124,1810572
1404,0,14782648,2122656
1464,0,16872896,2513864
1499,0,16921320,2530592
1543,0,17877720,2756216
1591,0,19360492,3064716
1639,0,22455048,3347216
1687,0,23937340,3655380
1747,0,25413136,4009816
1819,0,27960476,4471292
1855,0,28967772,4705556
1909,0,31355232,5045768
1980,0,31411152,5061368
2052,0,33037700,5425356
2124,0,35438964,5878836
2160,0,36439064,6080888
2196,0,37454344,6318008
2253,0,42594336,6615720
2289,0,43776352,6837696
2325,0,44746644,7069468
2361,0,45991148,7269660
2397,0,47006276,7509828
2433,0,48177380,7746180
2469,0,49137824,7973744
2505,0,50939272,8192920
2541,0,51903656,8415544
2577,0,52968052,8635124
2646,0,54985196,9008484
2682,0,55933608,9231928
2727,0,57246292,9494140
2791,0,60771240,9867704
2827,0,61788464,10076432
2975,0,61962288,10122104
3046,0,63005980,10357828
3082,0,64261564,10562636
3118,0,65252820,10799388
3154,0,66271944,11008560
3190,0,67286296,11245200
3226,0,69055952,11453240
3262,0,70203488,11664240
3325,0,71820136,12064904
3334,0,71947408,12066408
3343,0,72468380,12112340
3352,0,72637032,12155968
3361,0,72857420,12207676
3370,0,73194372,12267524
3379,0,73390464,12321784
3388,0,73621792,12376944
3397,0,73843676,12437932
3406,0,74252096,12489712
3415,0,74472144,12547616
3424,0,74626956,12581428
3433,0,74852048,12643912
3442,0,75090744,12680384
3451,0,75298448,12736664
3460,0,75558036,12797660
3469,0,75771316,12857964
3480,0,79810264,12870864
3501,0,83810335,12870889
3510,0,83814903,12870913
3514,0,83814903,12870913
