time,stack,heap,heap_extra
0,0,0,0
313,0,472,16
317,0,4568,24
320,0,44568,32
724,0,44618,54
726,0,45090,70
734,0,49186,78
736,0,49186,78
736,0,45090,70
737,0,44618,54
737,0,40522,46
737,0,40050,30
737,0,40000,8
737,0,0,0
