time,stack,heap,heap_extra
0,0,0,0
325,0,472,16
332,0,404568,32
407,0,404576,48
415,0,554040,45736
423,0,669996,86100
427,0,758616,101560
431,0,812656,120168
435,0,882676,137476
439,0,920644,151940
443,0,972536,167800
447,0,1089152,175168
451,0,1123732,188516
455,0,1204180,215908
459,0,1325568,251112
463,0,1439488,275128
470,0,1651068,340076
474,0,1673056,349512
478,0,1961952,381416
482,0,2073764,415324
486,0,2206188,444300
490,0,2304132,477252
494,0,2414136,508472
498,0,2578980,534196
503,0,2713508,573548
507,0,2801648,601928
511,0,2935772,634412
517,0,3096992,682448
523,0,3111064,688272
527,0,3154924,700012
531,0,3589728,718488
535,0,3705320,751104
539,0,3792984,780192
543,0,3913536,808952
547,0,4029352,841768
551,0,4117784,870424
555,0,4301984,901040
559,0,4409884,932916
563,0,4544128,962584
567,0,4633740,994452
571,0,4734704,1023176
575,0,4911352,1050072
579,0,5092268,1077788
583,0,5201404,1110268
587,0,5336288,1141440
591,0,5429084,1172372
595,0,5528556,1202684
599,0,5703336,1228824
603,0,5796012,1259580
607,0,5894956,1289692
611,0,5932632,1301336
615,0,6063216,1331952
619,0,6175980,1363636
634,0,6210736,1376552
638,0,6210744,1376568
642,0,6292780,1400036
646,0,7080812,1400132
654,0,7084908,1400140
658,0,7084908,1400140
