time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
327,0,2004568,32
686,0,2004576,48
718,0,2534036,138468
734,0,2742280,196984
753,0,3324604,316524
769,0,3976752,433816
785,0,4421736,547624
810,0,4980696,670336
826,0,5463728,793184
842,0,6307392,894248
858,0,6877092,1011092
874,0,7287640,1113064
896,0,8014960,1255680
927,0,8404020,1350924
943,0,8949384,1469384
959,0,9412800,1585120
975,0,10727536,1680016
991,0,11129712,1779408
1007,0,11637320,1890928
1023,0,12080180,2003700
1039,0,12753968,2111624
1055,0,13239584,2219072
1071,0,13665676,2325836
1099,0,14791004,2506292
1134,0,14921320,2530560
1159,0,15404912,2636760
1175,0,15833884,2741668
1191,0,16452048,2852072
1207,0,16890036,2963100
1223,0,17407348,3071828
1249,0,19956000,3217736
1265,0,20372604,3323412
1281,0,20869080,3432664
1297,0,21262036,3530764
1313,0,21882224,3639392
1329,0,22332936,3752048
1345,0,22807860,3855684
1370,0,23392156,4003716
1386,0,24220812,4099844
1402,0,24660648,4211224
1418,0,25154432,4321824
1434,0,25812784,4424376
1450,0,26238844,4533092
1466,0,26684844,4625556
1482,0,27116944,4736664
1498,0,28431712,4826592
1514,0,28849208,4932696
1530,0,29314888,5032400
1604,0,29411152,5061336
1620,0,29411160,5061352
1628,0,29615556,5116076
1636,0,29860448,5176680
1644,0,30301408,5229320
1652,0,30501992,5285304
1660,0,30749744,5344600
1668,0,30956340,5401644
1676,0,31258908,5455492
1684,0,31456520,5510312
1692,0,31664396,5556340
1700,0,31855964,5608908
1708,0,32464048,5646368
1716,0,32663564,5700676
1724,0,32884868,5752484
1732,0,33105280,5810656
1740,0,33398140,5865196
1748,0,33586276,5916180
1756,0,33824184,5971968
1767,0,33948344,6005608
1775,0,34339360,6051000
1783,0,34537100,6105028
1791,0,34779104,6159128
1799,0,34970596,6211628
1807,0,35267720,6267808
1815,0,35475920,6324368
1823,0,35702924,6378436
1831,0,35893992,6429192
1844,0,39907477,6435443
1853,0,39912045,6435467
1858,0,39912045,6435467
