time,stack,heap,heap_extra
0,0,0,0
326,0,472,16
334,0,3004568,32
810,0,3004576,48
842,0,3512296,152464
877,0,4415484,350476
909,0,5344324,600076
959,0,6870992,922528
991,0,7821008,1159080
1042,0,9432476,1401228
1074,0,10246040,1616640
1123,0,11686480,1970400
1155,0,12885312,2203808
1187,0,13882292,2442804
1243,0,16453532,2755076
1281,0,16646464,2802184
1338,0,18084992,3160024
1370,0,19237728,3378920
1402,0,20110840,3609336
1434,0,20939976,3803848
1466,0,22447892,4015764
1498,0,23273528,4241152
1531,0,24112484,4433468
1563,0,24950504,4663984
1595,0,26070052,4870164
1627,0,26960544,5087800
1668,0,29407416,5344688
1708,0,31743132,5574340
1780,0,31861472,5604616
1829,0,32757200,5824088
1861,0,33941636,6052180
1893,0,34812088,6281520
1952,0,36300012,6650260
1984,0,37723856,6847872
2016,0,38681916,7074116
2048,0,39544508,7305164
2080,0,40582608,7506880
2112,0,41585276,7734628
2162,0,44108848,8017072
2194,0,44923776,8241912
2226,0,45707792,8426304
2258,0,46561008,8649664
2290,0,47703100,8864452
2322,0,48558608,9069576
2354,0,49419100,9299844
2386,0,50771560,9481104
2418,0,51735204,9699684
2465,0,52741052,9975460
2497,0,53762616,10172088
2545,0,55075984,10487600
2553,0,55128480,10504472
2561,0,55373276,10561108
2569,0,55592644,10617780
2577,0,55773640,10674416
2586,0,58810264,10689408
2605,0,61810324,10689428
2615,0,61814892,10689452
2619,0,61814892,10689452
