time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
328,0,4568,24
332,0,44568,32
341,0,44576,48
342,0,70524,11372
343,0,85508,18516
344,0,107848,24920
345,0,125380,32100
346,0,138036,38276
347,0,170328,44616
348,0,175768,47528
349,0,189464,52848
350,0,211264,58880
351,0,225056,65120
352,0,240028,71172
353,0,256800,77176
354,0,302464,82256
355,0,302476,82268
355,0,316556,87884
356,0,316564,87900
356,0,328212,93396
357,0,328228,93404
357,0,336108,96460
358,0,338608,96480
358,0,354684,101884
359,0,354760,101896
359,0,368444,107276
360,0,368480,107296
360,0,373816,109960
361,0,373828,109972
361,0,385324,115532
362,0,385344,115552
362,0,413312,120408
363,0,413352,120424
363,0,422472,124216
364,0,422484,124228
364,0,434792,128896
365,0,434800,128912
365,0,446012,133996
366,0,446024,134008
366,0,463048,138392
367,0,463060,138404
367,0,473632,143352
368,0,473640,143368
368,0,486588,148172
369,0,486600,148184
369,0,496760,152792
370,0,496800,152808
370,0,509032,154368
370,0,519032,154376
370,0,539032,154384
370,0,579032,154392
371,0,579101,154411
372,0,579573,154427
380,0,583669,154435
383,0,583669,154435
383,0,579573,154427
383,0,579101,154411
383,0,575005,154403
383,0,574533,154387
383,0,574464,154368
383,0,534464,154360
