time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
324,0,4568,24
327,0,244568,32
371,0,244576,48
375,0,330484,27204
379,0,382332,45076
381,0,434720,55400
383,0,465832,65520
385,0,488304,73952
387,0,522748,82148
389,0,542640,88040
391,0,566904,97464
393,0,643336,105504
395,0,671312,114184
397,0,694048,122816
399,0,725908,130876
401,0,752652,138908
403,0,772732,146780
405,0,818792,154112
408,0,849756,164148
410,0,849816,164160
412,0,872432,172728
414,0,900380,178980
416,0,918376,185920
418,0,942348,193940
420,0,1088188,204588
422,0,1140604,222572
424,0,1200808,239520
426,0,1257656,250552
428,0,1295764,263724
430,0,1351876,281316
432,0,1405136,299760
435,0,1548072,325680
437,0,1553544,328560
439,0,1576220,337132
441,0,1653360,354576
443,0,1702688,371512
445,0,1765964,389548
447,0,2033504,400872
449,0,2079900,417580
451,0,2136160,434312
453,0,2212120,450968
455,0,2258704,467744
457,0,2315056,484536
459,0,2360856,500920
461,0,2459900,514724
463,0,2508160,529120
465,0,2559704,546480
468,0,2647300,568444
470,0,2699536,583440
472,0,2747904,600984
474,0,2908536,615464
476,0,2966812,632820
478,0,3014532,649932
484,0,3058404,656772
486,0,3058640,656784
488,0,3087756,665948
490,0,3145128,682688
492,0,3191764,699548
494,0,3292504,714120
496,0,3346228,730716
498,0,3395028,747452
500,0,3462688,763336
502,0,3499236,775628
504,0,3552792,789112
506,0,4062424,801688
508,0,4062955,801717
516,0,4067051,801725
519,0,4067051,801725
