time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
330,0,1004568,32
479,0,1004576,48
495,0,1278772,76524
511,0,1520288,135256
519,0,1615324,158148
532,0,1962756,226660
547,0,2324604,316524
555,0,2524392,370776
563,0,2940076,425652
571,0,3154612,481476
579,0,3375660,533060
587,0,3593084,592500
599,0,3840676,632692
607,0,3979260,669612
615,0,4219348,728348
623,0,4444352,787752
631,0,5057220,826836
639,0,5272936,883296
647,0,5488044,932804
655,0,5696908,991044
663,0,5989644,1043788
671,0,6187484,1098676
681,0,6459308,1157924
689,0,6605848,1203672
697,0,7014900,1255668
712,0,7069984,1265416
720,0,7151204,1288348
728,0,7392892,1346260
736,0,7596248,1402240
744,0,7923680,1459744
752,0,8159384,1516480
760,0,8365436,1572116
770,0,9480288,1608888
778,0,9673388,1662244
786,0,9889080,1711352
794,0,10098604,1769980
802,0,10360996,1813756
810,0,10568180,1871572
818,0,10783840,1920816
826,0,10994496,1978504
834,0,11399552,2028544
842,0,11596176,2082104
850,0,11842944,2138312
858,0,12034772,2190644
866,0,12309232,2238776
874,0,12503472,2291960
882,0,12740412,2349020
894,0,13476848,2417064
902,0,13619376,2461248
910,0,13802640,2510528
944,0,13921320,2530576
953,0,13921352,2530584
961,0,14147644,2590692
969,0,14448948,2648756
977,0,14615896,2691392
985,0,14841792,2744928
993,0,15040248,2799448
1001,0,15452072,2852112
1009,0,15659448,2908160
1017,0,15888592,2962344
1025,0,16079728,3014224
1033,0,16395904,3066952
1041,0,16627180,3123124
1049,0,16826052,3177004
1057,0,17955992,3217712
1065,0,18956525,3217747
1073,0,18960621,3217755
1076,0,18960621,3217755
