time,stack,heap,heap_extra
0,0,0,0
339,0,472,16
343,0,4568,24
346,0,8568,32
348,0,8576,48
349,0,8584,64
349,0,18684,4324
350,0,18700,4332
350,0,31812,8836
351,0,31820,8852
351,0,39852,12004
351,0,39860,12020
351,0,39876,12028
351,0,39884,12044
351,0,39896,12056
351,0,39924,12068
351,0,39984,12080
351,0,40108,12092
351,0,40116,12108
351,0,40124,12124
351,0,40140,12132
351,0,40148,12148
351,0,40156,12164
351,0,40172,12172
351,0,40204,12180
351,0,40212,12196
351,0,40220,12212
351,0,40236,12220
351,0,40244,12236
351,0,40252,12252
351,0,40268,12260
351,0,40300,12268
351,0,40364,12276
351,0,40372,12292
351,0,40380,12308
351,0,40396,12316
351,0,40404,12332
351,0,40412,12348
351,0,40428,12356
351,0,40460,12364
351,0,40468,12380
351,0,40476,12396
351,0,40492,12404
351,0,40500,12420
351,0,40512,12432
351,0,40540,12444
351,0,40600,12456
351,0,40724,12468
351,0,40972,12484
351,0,41472,12504
351,0,42472,12520
351,0,44472,12528
351,0,48472,12536
352,0,48540,12556
353,0,49012,12572
359,0,53108,12580
362,0,53108,12580
362,0,49012,12572
363,0,48540,12556
363,0,44444,12548
363,0,43972,12532
363,0,43904,12512
363,0,39904,12504
