time,stack,heap,heap_extra
0,0,0,0
318,0,472,16
326,0,3004568,32
851,0,3004576,48
915,0,4402900,345284
969,0,6021912,700576
1033,0,7957220,1178332
1079,0,9432476,1401228
1111,0,10266780,1623684
1143,0,11339824,1873832
1175,0,12486212,2101748
1207,0,13539920,2345024
1239,0,14410240,2588272
1271,0,16586176,2787096
1304,0,16646464,2802184
1361,0,18090096,3162280
1393,0,19304528,3397160
1425,0,20169652,3628724
1457,0,21167728,3853040
1489,0,22658036,4081644
1521,0,23520596,4309780
1553,0,24438516,4509796
1585,0,25563692,4743476
1617,0,26371672,4956640
1649,0,27238788,5165268
1690,0,31085264,5402824
1714,0,31685216,5556000
1788,0,31861472,5604616
1837,0,32756592,5823616
1869,0,33936144,6049672
1901,0,34800952,6277264
1958,0,36300012,6650260
1990,0,37833100,6868972
2022,0,38740940,7093140
2054,0,39620264,7327104
2086,0,40802604,7554540
2118,0,41742352,7775200
2150,0,42587704,8007248
2182,0,44649288,8181952
2214,0,45688620,8418980
2246,0,46548276,8644404
2278,0,47671808,8852160
2310,0,48568360,9072024
2342,0,49383028,9288380
2374,0,50775988,9483620
2406,0,51745920,9704024
2455,0,52741052,9975460
2487,0,53827200,10188272
2519,0,54723104,10388912
2568,0,58810264,10689408
2578,0,61810264,10689416
2588,0,61810327,10689425
2598,0,61814895,10689449
2601,0,61814895,10689449
