time,stack,heap,heap_extra
0,0,0,0
331,0,472,16
335,0,4568,24
338,0,44568,32
347,0,44576,48
348,0,52532,4708
349,0,72648,12144
350,0,96376,19320
351,0,109668,25924
352,0,126420,32604
353,0,158456,38904
354,0,171836,45532
355,0,181772,48460
356,0,192252,53300
357,0,212388,59444
358,0,225736,65696
359,0,240872,71776
360,0,291800,77208
361,0,303184,82728
362,0,317452,88316
363,0,317492,88332
363,0,329100,94012
364,0,329176,94024
364,0,343656,96560
365,0,343664,96576
365,0,354992,102016
366,0,355012,102036
366,0,368556,107308
367,0,368712,107320
367,0,374044,110124
368,0,374052,110140
368,0,385060,115316
369,0,385080,115336
369,0,411416,119296
370,0,411424,119312
370,0,418980,122684
371,0,419060,122692
371,0,429228,125804
372,0,429240,125816
372,0,439448,130424
373,0,439456,130440
373,0,457360,135224
374,0,457368,135240
374,0,468184,140344
375,0,468192,140360
375,0,481048,145104
376,0,481056,145120
376,0,491608,150008
377,0,491616,150024
377,0,509032,154368
377,0,519032,154376
377,0,539032,154384
378,0,579032,154392
378,0,579098,154414
379,0,579570,154430
387,0,583666,154438
391,0,583666,154438
391,0,579570,154430
391,0,579098,154414
391,0,575002,154406
391,0,574530,154390
391,0,574464,154368
391,0,534464,154360
