time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
332,0,4004568,32
1055,0,4004576,48
1103,0,4729824,192560
1152,0,6320684,517084
1216,0,8286404,888196
1248,0,9277860,1109868
1289,0,10069984,1265432
1353,0,12668668,1660076
1417,0,14597244,2082612
1481,0,16758244,2495188
1519,0,16921320,2530592
1576,0,18398320,2836720
1640,0,21967324,3222604
1704,0,23918932,3648620
1737,0,24824036,3860292
1794,0,26634176,4203984
1858,0,28528716,4612884
1890,0,29423380,4822900
1930,0,31371848,5051624
2000,0,31411152,5061368
2049,0,32487420,5279116
2113,0,34633080,5691520
2177,0,36387112,6064152
2241,0,41907416,6435480
2305,0,43379392,6791008
2337,0,44390836,6997516
2377,0,45922984,7250768
2441,0,47764208,7642120
2505,0,50383128,8044336
2569,0,52002128,8446384
2633,0,53836044,8836116
2669,0,54985196,9008484
2701,0,55874536,9213976
2733,0,56835016,9403496
2781,0,59944456,9678376
2813,0,60730804,9854292
2853,0,61916880,10107000
2997,0,61962288,10122104
3033,0,61962408,10122120
3065,0,62872072,10331904
3097,0,64123452,10535268
3129,0,64970308,10731436
3161,0,66013948,10945092
3193,0,66840608,11134352
3225,0,68608396,11338228
3257,0,69478984,11538656
3289,0,70203480,11664224
3345,0,71534616,11984688
3353,0,71571296,11993760
3361,0,71774004,12049460
3369,0,72388816,12089720
3377,0,72608144,12147824
3385,0,72842284,12203700
3393,0,73043184,12257256
3401,0,73328140,12309212
3409,0,73523228,12361916
3417,0,73785860,12418332
3425,0,74191344,12468648
3433,0,74295448,12500768
3441,0,74486980,12553300
3449,0,74721268,12607364
3457,0,74925004,12663588
3465,0,75151272,12696248
3473,0,75348400,12750712
3481,0,75592512,12807976
3489,0,75789336,12862728
3502,0,83810264,12870872
3514,0,83810332,12870892
3527,0,83814900,12870916
3531,0,83814900,12870916
