time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
330,0,404568,32
404,0,404576,48
412,0,550684,43772
420,0,668104,85328
424,0,753488,99392
428,0,808228,117588
432,0,874460,134412
436,0,918032,150584
440,0,967784,165576
444,0,988364,174300
448,0,1112644,185524
452,0,1196120,212816
456,0,1317224,247200
460,0,1423856,270280
464,0,1552880,306656
468,0,1657340,343044
472,0,1665892,346060
476,0,1950620,377100
480,0,2061952,410176
484,0,2200976,442680
488,0,2303008,476808
492,0,2417300,508652
496,0,2588280,536000
500,0,2704900,569444
504,0,2778428,594412
508,0,2907352,624768
514,0,3066408,673456
521,0,3111064,688272
528,0,3559352,707472
532,0,3657052,740548
536,0,3761940,768844
540,0,3882468,797604
544,0,3983900,831252
548,0,4089108,860300
552,0,4266392,890544
556,0,4381896,923152
560,0,4477252,955020
564,0,4612392,985432
568,0,4707228,1013780
572,0,4791400,1041456
576,0,5061340,1069292
580,0,5177288,1102200
584,0,5274480,1135096
588,0,5405876,1164772
592,0,5512212,1195748
596,0,5645816,1225072
600,0,5779376,1254184
606,0,5896148,1290436
610,0,5955720,1308784
614,0,6091908,1339900
618,0,6198780,1371868
633,0,6210736,1376552
637,0,6210744,1376568
641,0,6680280,1400096
652,0,7084908,1400140
656,0,7084908,1400140
