time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
331,0,404568,32
403,0,404576,48
411,0,525192,43216
419,0,665916,84684
427,0,808220,117572
431,0,875096,134728
435,0,918084,150644
439,0,966872,165344
443,0,982992,172056
447,0,1108852,183412
451,0,1173716,204812
455,0,1289496,240496
459,0,1421176,268856
463,0,1527044,305836
467,0,1656168,342312
471,0,1675064,349936
475,0,1961752,381344
479,0,2072868,414860
483,0,2212136,446944
487,0,2318096,481240
491,0,2427656,513872
495,0,2598532,541140
500,0,2734964,580212
504,0,2831444,612500
508,0,2972528,645568
512,0,3088140,678164
519,0,3111064,688272
523,0,3135748,696604
527,0,3590764,719076
531,0,3708244,752100
535,0,3793476,780572
539,0,3913764,809068
543,0,4038828,843756
547,0,4124088,873344
551,0,4314040,905712
555,0,4422956,937996
559,0,4560596,969644
563,0,4656300,1001820
567,0,4765844,1032428
571,0,5028792,1057712
575,0,5128040,1091040
579,0,5238088,1121328
583,0,5366524,1152300
587,0,5447912,1179936
591,0,5555660,1209068
595,0,5718332,1234916
599,0,5807332,1263980
606,0,5926188,1298316
610,0,6045032,1324640
614,0,6134164,1356116
631,0,6210736,1376552
635,0,6210744,1376568
639,0,6680280,1400096
643,0,7080822,1400138
651,0,7084918,1400146
654,0,7084918,1400146
