time,stack,heap,heap_extra
0,0,0,0
299,0,472,16
303,0,4568,24
306,0,8568,32
311,0,8626,46
313,0,9098,62
318,0,13194,70
321,0,13194,70
321,0,9098,62
322,0,8626,46
322,0,4530,38
322,0,4058,22
322,0,4000,8
322,0,0,0
