time,stack,heap,heap_extra
0,0,0,0
320,0,472,16
324,0,4568,24
327,0,44568,32
682,0,44623,49
683,0,45095,65
691,0,49191,73
694,0,49191,73
694,0,45095,65
695,0,44623,49
695,0,40527,41
695,0,40055,25
695,0,40000,8
695,0,0,0
