time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
324,0,4568,24
327,0,8568,32
332,0,8627,45
334,0,9099,61
339,0,13195,69
343,0,13195,69
343,0,9099,61
343,0,8627,45
343,0,4531,37
343,0,4059,21
343,0,4000,8
343,0,0,0
