time,stack,heap,heap_extra
0,0,0,0
318,0,472,16
323,0,4568,24
326,0,124568,32
1716,0,124632,40
1717,0,125104,56
1725,0,129200,64
1729,0,129200,64
1729,0,125104,56
1729,0,124632,40
1729,0,120536,32
1729,0,120064,16
1729,0,120000,8
1729,0,0,0
