time,stack,heap,heap_extra
0,0,0,0
323,0,472,16
327,0,4568,24
330,0,244568,32
4490,0,244634,54
4491,0,245106,70
4499,0,249202,78
4502,0,249202,78
4502,0,245106,70
4503,0,244634,54
4503,0,240538,46
4503,0,240066,30
4503,0,240000,8
4503,0,0,0
