time,stack,heap,heap_extra
0,0,0,0
320,0,472,16
324,0,4568,24
328,0,8568,32
330,0,8631,41
331,0,9103,57
338,0,13199,65
341,0,13199,65
341,0,9103,57
342,0,8631,41
342,0,4535,33
342,0,4063,17
342,0,4000,8
342,0,0,0
