time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
326,0,4568,24
329,0,404568,32
17900,0,404632,40
17902,0,405104,56
17910,0,409200,64
17913,0,409200,64
17913,0,405104,56
17914,0,404632,40
17914,0,400536,32
17914,0,400064,16
17914,0,400000,8
17914,0,0,0
