time,stack,heap,heap_extra
0,0,0,0
323,0,472,16
327,0,4568,24
331,0,8568,32
336,0,8616,40
337,0,9088,56
343,0,13184,64
346,0,13184,64
346,0,9088,56
347,0,8616,40
347,0,4520,32
347,0,4048,16
347,0,4000,8
347,0,0,0
