time,stack,heap,heap_extra
0,0,0,0
301,0,472,16
305,0,4568,24
308,0,404568,32
26220,0,404616,40
26221,0,405088,56
26229,0,409184,64
26232,0,409184,64
26232,0,405088,56
26233,0,404616,40
26233,0,400520,32
26233,0,400048,16
26233,0,400000,8
26233,0,0,0
