time,stack,heap,heap_extra
0,0,0,0
320,0,472,16
324,0,4568,24
327,0,124568,32
2801,0,124631,41
2802,0,125103,57
2810,0,129199,65
2813,0,129199,65
2813,0,125103,57
2814,0,124631,41
2814,0,120535,33
2814,0,120063,17
2814,0,120000,8
2814,0,0,0
