time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
323,0,4568,24
326,0,124568,32
2804,0,124634,54
2805,0,125106,70
2814,0,129202,78
2817,0,129202,78
2817,0,125106,70
2817,0,124634,54
2817,0,120538,46
2817,0,120066,30
2817,0,120000,8
2817,0,0,0
